GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000187010	1	25598884	25656936	145	36	173005	1.2566	0.10446	RHD
ENSG00000183726	1	25664408	25688852	69	15	173005	1.2522	0.10525	TMEM50A
ENSG00000188672	1	25688740	25756683	209	22	173005	1.9965	0.022939	RHCE
ENSG00000204178	1	25757388	25826700	178	16	173005	2.3564	0.009227	TMEM57
ENSG00000157978	1	25870071	25895377	97	18	173005	0.70625	0.24002	LDLRAP1
ENSG00000117643	1	25943959	26112698	477	52	173005	0.073033	0.47089	MAN1C1
ENSG00000162430	1	26126667	26144713	57	7	173005	0.15856	0.43701	SEPN1
ENSG00000255054	1	26137961	26150235	45	7	173005	0.36627	0.35708	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	42	5	173005	0.098578	0.46074	MTFR1L
ENSG00000223474	1	26145212	26147288	7	3	173005	0.58657	0.27875	AL020996.1
ENSG00000127423	1	26158414	26185903	79	5	173005	-0.087168	0.53473	AUNIP
ENSG00000182749	1	26187701	26197744	14	7	173005	0.59572	0.27568	PAQR7
ENSG00000117632	1	26210672	26233482	43	11	173005	1.0959	0.13657	STMN1
ENSG00000158006	1	26286258	26324648	115	12	173005	-0.66491	0.74694	PAFAH2
ENSG00000158008	1	26346375	26362955	45	14	173005	1.1873	0.11756	EXTL1
ENSG00000158014	1	26363743	26372624	25	5	173005	0.30649	0.37961	SLC30A2
ENSG00000158022	1	26377795	26394927	56	10	173005	-1.1617	0.87732	TRIM63
ENSG00000175087	1	26437664	26452034	47	6	173005	-1.9287	0.97311	PDIK1L
ENSG00000197245	1	26485511	26489119	14	7	173005	1.8355	0.033215	FAM110D
ENSG00000142684	1	26496362	26498551	12	4	173005	1.0172	0.15454	ZNF593
ENSG00000142675	1	26503894	26516377	42	15	173005	0.99287	0.16039	CNKSR1
ENSG00000188782	1	26517052	26529459	76	13	173005	0.96235	0.16794	CATSPER4
ENSG00000130695	1	26560691	26605299	166	17	173005	-0.020301	0.5081	CEP85
ENSG00000142669	1	26605667	26608007	6	3	173005	-1.2476	0.89392	SH3BGRL3
ENSG00000158062	1	26607819	26644854	163	18	173005	-0.52799	0.70125	UBXN11
ENSG00000169442	1	26644448	26647014	15	4	173005	0.1778	0.42944	CD52
ENSG00000176092	1	26648350	26680621	119	19	173005	0.56168	0.28717	AIM1L
ENSG00000176083	1	26688125	26701013	63	13	173005	1.1202	0.13131	ZNF683
ENSG00000131914	1	26737269	26756213	55	20	173005	-0.25425	0.60035	LIN28A
ENSG00000117682	1	26758773	26797785	84	25	173005	-0.30874	0.62124	DHDDS
ENSG00000198830	1	26798941	26802463	6	3	173005	0.80925	0.20919	HMGN2
ENSG00000117676	1	26856252	26901521	137	24	173005	0.29436	0.38424	RPS6KA1
ENSG00000117713	1	27022524	27108595	175	18	173005	-1.6205	0.94743	ARID1A
ENSG00000060642	1	27113963	27124889	19	7	173005	-2.1221	0.98308	PIGV
ENSG00000204160	1	27153201	27184093	72	17	173005	-0.92499	0.82251	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	173005	-1.0304	0.8486	SFN
ENSG00000142751	1	27202624	27216788	30	9	173005	-1.8423	0.96728	GPN2
ENSG00000198746	1	27216979	27226957	20	9	173005	-0.83633	0.79852	GPATCH3
ENSG00000090273	1	27226729	27273353	111	24	173005	-0.81478	0.7924	NUDC
ENSG00000131910	1	27237980	27240457	8	5	173005	-0.2341	0.59254	NR0B2
ENSG00000175707	1	27276053	27286897	21	8	173005	-2.1372	0.98371	C1orf172
ENSG00000253368	1	27320198	27327389	14	6	173005	-0.70558	0.75978	TRNP1
ENSG00000158246	1	27331511	27339327	18	8	173005	-0.8053	0.78968	FAM46B
ENSG00000090020	1	27425306	27493472	140	26	173005	0.83349	0.20228	SLC9A1
ENSG00000142784	1	27561007	27635110	156	24	173005	0.30889	0.3787	WDTC1
ENSG00000186501	1	27648651	27662891	52	18	173005	0.57607	0.28228	TMEM222
ENSG00000142765	1	27668513	27680421	38	13	173005	-0.28088	0.6106	SYTL1
ENSG00000142733	1	27681675	27693383	40	15	173005	1.142	0.12673	MAP3K6
ENSG00000142748	1	27695603	27701315	18	12	173005	-0.29105	0.61449	FCN3
ENSG00000174950	1	27705666	27709870	10	4	173005	0.56972	0.28443	CD164L2
ENSG00000181773	1	27719148	27722318	8	5	173005	1.0749	0.14121	GPR3
ENSG00000158195	1	27730730	27816669	233	29	173005	1.2466	0.10627	WASF2
ENSG00000126705	1	27860546	27930942	123	28	173005	0.54668	0.2923	AHDC1
ENSG00000000938	1	27938575	27961788	60	14	173005	0.6464	0.25901	FGR
ENSG00000126709	1	27992572	27998729	18	5	173005	-0.7227	0.76507	IFI6
ENSG00000009780	1	28052490	28089633	94	8	173005	0.35508	0.36126	FAM76A
ENSG00000117758	1	28099694	28150963	121	17	173005	-0.64303	0.7399	STX12
ENSG00000117751	1	28157289	28178187	44	12	173005	0.93491	0.17492	PPP1R8
ENSG00000130775	1	28199055	28213196	64	14	173005	-0.95255	0.82959	THEMIS2
ENSG00000117748	1	28218035	28241257	90	13	173005	-0.81531	0.79255	RPA2
ENSG00000130768	1	28261504	28285668	105	19	173005	0.75758	0.22435	SMPDL3B
ENSG00000158156	1	28285973	28294607	32	13	173005	-0.50733	0.69404	XKR8
ENSG00000158161	1	28296855	28415207	447	38	173005	1.0959	0.13656	EYA3
ENSG00000169403	1	28473677	28520447	109	36	173005	-0.72155	0.76471	PTAFR
ENSG00000126698	1	28525967	28559536	121	19	173005	-0.84582	0.80117	DNAJC8
ENSG00000130770	1	28562620	28573417	51	6	173005	-0.50147	0.69198	ATPIF1
ENSG00000130766	1	28586038	28609002	79	21	173005	0.12205	0.45143	SESN2
ENSG00000130772	1	28655513	28662476	10	5	173005	2.6493	0.0040328	MED18
ENSG00000204138	1	28696114	28826881	499	19	173005	1.886	0.029646	PHACTR4
ENSG00000180198	1	28832455	28865812	111	19	173005	1.5794	0.057127	RCC1
ENSG00000180098	1	28879597	28905051	67	17	173005	2.5948	0.0047326	TRNAU1AP
ENSG00000120656	1	28915835	28969597	124	31	173005	2.5673	0.0051244	TAF12
ENSG00000188060	1	28918712	28921955	11	6	173005	2.2114	0.013503	RAB42
ENSG00000162419	1	28995244	29045865	109	17	173005	1.7922	0.036551	GMEB1
ENSG00000198492	1	29063133	29096287	90	20	173005	1.8846	0.029741	YTHDF2
ENSG00000116329	1	29138654	29190208	206	28	173005	2.6802	0.0036794	OPRD1
ENSG00000159023	1	29213603	29446553	614	40	173005	-0.90218	0.81652	EPB41
ENSG00000253304	1	29445940	29450447	12	4	173005	-0.54582	0.7074	TMEM200B
ENSG00000116350	1	29474255	29508499	90	23	173005	-0.70166	0.75855	SRSF4
ENSG00000116353	1	29519385	29557454	117	22	173005	-0.041149	0.51641	MECR
ENSG00000060656	1	29563028	29653325	291	41	173005	-0.71985	0.76419	PTPRU
ENSG00000162510	1	31184124	31196434	45	7	173005	-0.57735	0.71815	MATN1
ENSG00000162511	1	31205316	31230667	91	32	173005	0.28547	0.38764	LAPTM5
ENSG00000162512	1	31342314	31381608	132	39	173005	1.6239	0.0522	SDC3
ENSG00000134644	1	31404353	31538838	454	42	173005	-0.69564	0.75667	PUM1
ENSG00000084628	1	31652592	31712401	305	20	173005	-0.45789	0.67648	NKAIN1
ENSG00000060688	1	31732417	31769662	132	14	173005	-1.3706	0.91475	SNRNP40
ENSG00000121766	1	31769842	31837783	206	18	173005	-0.7842	0.78354	ZCCHC17
ENSG00000121769	1	31838472	31849697	29	12	173005	-0.73941	0.77017	FABP3
ENSG00000168528	1	31882412	31907525	97	15	173005	-1.0337	0.84936	SERINC2
ENSG00000268950	1	31902192	31902614	4	2	173005	0.020344	0.49188	AC114494.1
ENSG00000142910	1	32042116	32053288	22	12	173005	0.64436	0.25967	TINAGL1
ENSG00000121764	1	32083287	32098119	38	6	173005	1.5109	0.065402	HCRTR1
ENSG00000162517	1	32095463	32110497	26	5	173005	1.4571	0.072546	PEF1
ENSG00000084636	1	32117848	32169920	160	37	173005	1.5354	0.062348	COL16A1
ENSG00000121753	1	32192718	32230494	103	17	173005	0.65921	0.25488	BAI2
ENSG00000134668	1	32256023	32281652	83	19	173005	-0.4881	0.68726	SPOCD1
ENSG00000184007	1	32372022	32410457	74	17	173005	-0.38032	0.64815	PTP4A2
ENSG00000212673	1	32379174	32380745	2	1	173005	0.9126	0.18073	AL136115.1
ENSG00000121774	1	32479430	32526451	70	43	173005	1.4603	0.072109	KHDRBS1
ENSG00000121775	1	32537632	32568467	64	14	173005	-0.15227	0.56051	TMEM39B
ENSG00000025800	1	32573639	32642169	133	24	173005	-0.60943	0.72888	KPNA6
ENSG00000084652	1	32645287	32663886	47	15	173005	0.33214	0.36989	TXLNA
ENSG00000160050	1	32665987	32670988	7	5	173005	0.75959	0.22375	CCDC28B
ENSG00000160051	1	32671236	32674288	6	2	173005	-0.17302	0.56868	IQCC
ENSG00000222046	1	32674695	32681797	25	16	173005	-0.59021	0.72247	DCDC2B
ENSG00000160055	1	32680073	32687972	19	9	173005	-0.78729	0.78444	TMEM234
ENSG00000084623	1	32687529	32697205	17	4	173005	0.63845	0.26159	EIF3I
ENSG00000183615	1	32712834	32714457	4	2	173005	-0.55015	0.70889	FAM167B
ENSG00000182866	1	32716840	32751766	71	34	173005	1.1387	0.12742	LCK
ENSG00000116478	1	32757687	32799236	62	38	173005	2.4916	0.006358	HDAC1
ENSG00000175130	1	32799433	32801980	2	1	173005	-0.72176	0.76478	MARCKSL1
ENSG00000162526	1	32817122	32829913	12	7	173005	1.1242	0.13047	TSSK3
ENSG00000225828	1	32826871	32829879	1	1	173005	0.75109	0.2263	FAM229A
ENSG00000160058	1	32830704	32860332	48	24	173005	1.8667	0.030975	BSDC1
ENSG00000254553	1	32930658	33066393	434	23	173005	1.4635	0.07167	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	51	17	173005	1.3004	0.096736	ZBTB8B
ENSG00000160062	1	33005028	33071540	254	19	173005	1.476	0.069971	ZBTB8A
ENSG00000176261	1	33065773	33116504	200	20	173005	-0.27622	0.60881	ZBTB8OS
ENSG00000162521	1	33116743	33151812	131	13	173005	-0.42948	0.66621	RBBP4
ENSG00000162520	1	33145507	33169197	76	9	173005	-0.51498	0.69671	SYNC
ENSG00000162522	1	33207486	33240571	74	24	173005	1.1143	0.13257	KIAA1522
ENSG00000134684	1	33240840	33283754	108	18	173005	0.81186	0.20844	YARS
ENSG00000116497	1	33282368	33324476	105	25	173005	1.0829	0.13942	S100PBP
ENSG00000160097	1	33327869	33338083	20	9	173005	0.98713	0.16179	FNDC5
ENSG00000121905	1	33351595	33364042	30	11	173005	1.5083	0.065738	HPCA
ENSG00000121900	1	33360195	33367039	15	6	173005	1.7939	0.036413	TMEM54
ENSG00000116514	1	33402046	33430286	84	17	173005	1.1581	0.12341	RNF19B
ENSG00000267885	1	33439268	33439642	1	1	173005	-0.27307	0.6076	FKSG48
ENSG00000004455	1	33473585	33546597	194	27	173005	0.50662	0.30621	AK2
ENSG00000142920	1	33546705	33586131	97	29	173005	1.2672	0.10254	ADC
ENSG00000116525	1	33611003	33647660	121	14	173005	0.61471	0.26937	TRIM62
ENSG00000160094	1	33722146	33766320	109	21	173005	1.099	0.13589	ZNF362
ENSG00000184389	1	33772367	33786699	58	15	173005	1.932	0.026683	A3GALT2
ENSG00000134686	1	33789224	33896653	406	31	173005	1.7719	0.038208	PHC2
ENSG00000121903	1	33938246	33962107	76	13	173005	1.1088	0.13376	ZSCAN20
ENSG00000121904	1	33979609	34631443	2576	223	173005	0.86932	0.19234	CSMD2
ENSG00000176256	1	34326076	34330392	17	10	173005	1.6883	0.045676	HMGB4
ENSG00000142698	1	34632484	34684732	254	33	173005	0.26097	0.39706	C1orf94
ENSG00000163866	1	35178338	35325417	745	92	173005	0.45993	0.32278	SMIM12
ENSG00000189280	1	35220648	35224113	10	5	173005	0.22609	0.41057	GJB5
ENSG00000189433	1	35225342	35229325	26	15	173005	-0.41945	0.66256	GJB4
ENSG00000188910	1	35246790	35251970	26	8	173005	-0.42142	0.66328	GJB3
ENSG00000187513	1	35258599	35261348	15	5	173005	-0.74671	0.77238	GJA4
ENSG00000116544	1	35331037	35395186	155	51	173005	0.00083087	0.49967	DLGAP3
ENSG00000271741	1	35447134	35497342	140	12	173005	1.0764	0.14087	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	11	3	173005	1.1841	0.11818	ZMYM6NB
ENSG00000163867	1	35449523	35497569	132	11	173005	1.0539	0.14597	ZMYM6
ENSG00000197056	1	35525387	35581460	159	29	173005	0.85727	0.19565	ZMYM1
ENSG00000116560	1	35641979	35658749	54	9	173005	-2.5928	0.99524	SFPQ
ENSG00000146463	1	35734568	35887659	366	35	173005	0.63277	0.26344	ZMYM4
ENSG00000142687	1	35899091	36023551	282	32	173005	0.71703	0.23668	KIAA0319L
ENSG00000020129	1	36023074	36032875	22	8	173005	0.50234	0.30771	NCDN
ENSG00000116819	1	36038971	36060929	55	22	173005	0.69324	0.24408	TFAP2E
ENSG00000126067	1	36067185	36107445	76	28	173005	0.33786	0.36773	PSMB2
ENSG00000142686	1	36179476	36185073	11	5	173005	-0.33703	0.63195	C1orf216
ENSG00000092853	1	36185819	36235568	78	16	173005	0.84076	0.20024	CLSPN
ENSG00000134698	1	36273773	36323491	93	23	173005	0.4207	0.33699	AGO4
ENSG00000092847	1	36335409	36395211	120	31	173005	-0.084449	0.53365	AGO1
ENSG00000126070	1	36396319	36538101	236	37	173005	0.16339	0.43511	AGO3
ENSG00000092850	1	36549676	36553876	9	4	173005	1.0878	0.13834	TEKT2
ENSG00000116863	1	36554476	36559533	13	7	173005	0.73632	0.23077	ADPRHL2
ENSG00000171812	1	36560837	36590821	99	21	173005	2.6082	0.0045514	COL8A2
ENSG00000054116	1	36602173	36615098	46	10	173005	2.8142	0.0024448	TRAPPC3
ENSG00000116871	1	36621180	36646450	68	20	173005	3.5356	0.00020341	MAP7D1
ENSG00000054118	1	36690017	36770958	162	23	173005	0.30846	0.37887	THRAP3
ENSG00000214193	1	36771988	36790484	41	18	173005	1.1681	0.12138	SH3D21
ENSG00000142694	1	36787632	36789755	5	2	173005	2.4237	0.0076827	EVA1B
ENSG00000116883	1	36789335	36794822	21	8	173005	0.075906	0.46975	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	105	23	173005	0.46551	0.32078	STK40
ENSG00000181817	1	36856839	36863493	46	8	173005	1.196	0.11585	LSM10
ENSG00000116885	1	36881428	36916086	181	13	173005	0.46949	0.31936	OSCP1
ENSG00000116898	1	36921319	36930038	51	10	173005	0.43688	0.3311	MRPS15
ENSG00000119535	1	36931644	36948879	66	21	173005	0.034178	0.48637	CSF3R
ENSG00000163873	1	37261128	37499730	735	93	173005	0.095579	0.46193	GRIK3
ENSG00000163874	1	37940153	37949980	29	15	173005	0.51814	0.30218	ZC3H12A
ENSG00000163875	1	37958176	37980375	93	19	173005	1.9505	0.025561	MEAF6
ENSG00000163877	1	38000050	38019903	60	16	173005	2.1565	0.015522	SNIP1
ENSG00000163879	1	38022520	38032458	39	12	173005	2.4022	0.0081489	DNALI1
ENSG00000134697	1	38032417	38061536	94	21	173005	1.9935	0.023103	GNL2
ENSG00000169218	1	38076951	38100595	90	21	173005	1.7208	0.042648	RSPO1
ENSG00000116922	1	38147242	38157914	49	7	173005	0.75305	0.22571	C1orf109
ENSG00000134690	1	38158090	38175391	64	14	173005	0.33347	0.36939	CDCA8
ENSG00000183317	1	38179552	38230805	238	31	173005	1.4123	0.078928	EPHA10
ENSG00000185090	1	38259474	38266809	10	5	173005	-0.067113	0.52675	MANEAL
ENSG00000196449	1	38268616	38273857	14	4	173005	0.88074	0.18923	YRDC
ENSG00000197982	1	38272651	38275126	2	1	173005	0.57028	0.28424	C1orf122
ENSG00000188786	1	38275239	38325292	118	29	173005	1.5875	0.056203	MTF1
ENSG00000230610	1	38292232	38293886	4	2	173005	1.0553	0.14565	AL929472.1
ENSG00000204084	1	38326369	38412729	292	31	173005	1.4053	0.07997	INPP5B
ENSG00000183431	1	38422647	38456593	126	19	173005	1.1057	0.13442	SF3A3
ENSG00000183386	1	38462442	38471278	23	14	173005	-1.1149	0.86755	FHL3
ENSG00000183520	1	38474930	38490496	44	20	173005	-1.2851	0.90062	UTP11L
ENSG00000185668	1	38509523	38512450	4	2	173005	-1.5697	0.94176	POU3F1
ENSG00000116954	1	39303870	39325495	75	21	173005	-1.2484	0.89405	RRAGC
ENSG00000214114	1	39328636	39347289	69	18	173005	-0.80773	0.79038	MYCBP
ENSG00000131233	1	39330175	39347289	64	16	173005	-1.0592	0.85524	GJA9
ENSG00000158315	1	39351479	39407471	253	36	173005	0.9444	0.17248	RHBDL2
ENSG00000174574	1	39456895	39471731	64	10	173005	0.30102	0.3817	AKIRIN1
ENSG00000168653	1	39491990	39500308	47	9	173005	0.70329	0.24094	NDUFS5
ENSG00000127603	1	39546988	39952849	1189	51	173005	-0.24868	0.59819	MACF1
ENSG00000255103	1	39876151	39882154	18	9	173005	-1.0329	0.84918	KIAA0754
ENSG00000183682	1	39957318	39991607	132	30	173005	0.025919	0.48966	BMP8A
ENSG00000090621	1	40026488	40042462	52	18	173005	-0.80187	0.78869	PABPC4
ENSG00000163909	1	40089825	40105617	48	20	173005	1.2643	0.10307	HEYL
ENSG00000116981	1	40124793	40137710	25	10	173005	0.36717	0.35675	NT5C1A
ENSG00000116983	1	40144320	40157361	86	16	173005	1.5173	0.064592	HPCAL4
ENSG00000084072	1	40157854	40229586	271	49	173005	0.91535	0.18	PPIE
ENSG00000116985	1	40222854	40254533	151	24	173005	0.57055	0.28415	BMP8B
ENSG00000198754	1	40235195	40237020	2	1	173005	-0.37641	0.64669	OXCT2
ENSG00000043514	1	40306723	40349183	151	20	173005	1.9037	0.028474	TRIT1
ENSG00000116990	1	40361098	40367928	17	9	173005	1.72	0.042718	MYCL
ENSG00000168389	1	40420802	40435638	30	18	173005	1.8669	0.030961	MFSD2A
ENSG00000131236	1	40505905	40538321	142	14	173005	-0.94179	0.82685	CAP1
ENSG00000131238	1	40538379	40563375	106	14	173005	-1.0532	0.85388	PPT1
ENSG00000117000	1	40627045	40706593	153	35	173005	-0.37055	0.64451	RLF
ENSG00000188800	1	40711619	40717363	15	10	173005	0.1628	0.43534	TMCO2
ENSG00000084073	1	40723779	40759856	61	19	173005	0.75377	0.22549	ZMPSTE24
ENSG00000049089	1	40766159	40783488	91	18	173005	-0.078805	0.53141	COL9A2
ENSG00000084070	1	40810522	40888998	257	39	173005	-0.29421	0.6157	SMAP2
ENSG00000187801	1	40915774	40929390	65	23	173005	0.6178	0.26835	ZFP69B
ENSG00000187815	1	40942887	40962015	68	16	173005	0.8781	0.18994	ZFP69
ENSG00000164002	1	40974413	40982228	31	7	173005	1.2226	0.11074	EXO5
ENSG00000117010	1	40997233	41013841	68	12	173005	0.82277	0.20532	ZNF684
ENSG00000117016	1	41086351	41131329	147	25	173005	1.486	0.068646	RIMS3
ENSG00000066136	1	41157320	41237275	268	23	173005	1.3387	0.090338	NFYC
ENSG00000117013	1	41249684	41306124	237	57	173005	1.5089	0.065666	KCNQ4
ENSG00000179862	1	41326729	41328018	11	3	173005	-0.47531	0.68272	CITED4
ENSG00000171793	1	41445007	41478235	117	28	173005	0.04723	0.48116	CTPS1
ENSG00000171790	1	41481269	41488909	39	13	173005	0.32405	0.37295	SLFNL1
ENSG00000010803	1	41492872	41707826	700	34	173005	-0.97095	0.83421	SCMH1
ENSG00000204060	1	41827594	41849262	76	18	173005	1.1552	0.124	FOXO6
ENSG00000127129	1	41944446	41950344	24	9	173005	1.236	0.10824	EDN2
ENSG00000127124	1	41972036	42501596	1893	95	173005	-0.84367	0.80057	HIVEP3
ENSG00000044012	1	42619092	42621495	10	5	173005	2.8191	0.0024082	GUCA2B
ENSG00000197273	1	42628362	42630389	6	4	173005	1.5209	0.064143	GUCA2A
ENSG00000198815	1	42642210	42801548	419	27	173005	2.183	0.01452	FOXJ3
ENSG00000177181	1	42846466	42888249	174	14	173005	1.7382	0.041089	RIMKLA
ENSG00000066185	1	42896000	42921938	104	12	173005	0.7987	0.21223	ZMYND12
ENSG00000127125	1	42921788	42939056	44	8	173005	1.034	0.15056	PPCS
ENSG00000186409	1	42929001	43120335	725	30	173005	0.96146	0.16816	CCDC30
ENSG00000171960	1	43124096	43142429	40	12	173005	-0.4193	0.6625	PPIH
ENSG00000065978	1	43148098	43168020	48	17	173005	-1.4773	0.93021	YBX1
ENSG00000164007	1	43198764	43205925	21	7	173005	-2.4766	0.99337	CLDN19
ENSG00000117385	1	43212006	43232755	70	22	173005	-0.4795	0.68421	LEPRE1
ENSG00000164008	1	43232940	43263968	86	26	173005	-1.7267	0.95789	C1orf50
ENSG00000177868	1	43272723	43282954	33	11	173005	-2.0234	0.97849	CCDC23
ENSG00000164010	1	43282795	43310660	73	24	173005	-1.1218	0.86902	ERMAP
ENSG00000164011	1	43312280	43318148	8	5	173005	0.0017533	0.4993	ZNF691
ENSG00000117394	1	43391052	43424530	153	23	173005	-0.28535	0.61231	SLC2A1
ENSG00000186973	1	43610824	43622067	61	13	173005	1.5738	0.057771	FAM183A
ENSG00000117395	1	43629846	43736607	519	40	173005	1.3213	0.093197	EBNA1BP2
ENSG00000243710	1	43637820	43720029	411	40	173005	1.2495	0.10575	WDR65
ENSG00000179178	1	43735665	43739673	14	8	173005	0.1206	0.45201	TMEM125
ENSG00000253313	1	43747554	43751288	7	4	173005	1.0953	0.13668	C1orf210
ENSG00000066056	1	43766664	43788779	43	9	173005	1.9158	0.027698	TIE1
ENSG00000117400	1	43803478	43818443	23	9	173005	0.70054	0.2418	MPL
ENSG00000117399	1	43824626	43828874	10	6	173005	-1.0546	0.8542	CDC20
ENSG00000066322	1	43829068	43833696	9	6	173005	0.12824	0.44898	ELOVL1
ENSG00000159479	1	43849588	43855479	10	6	173005	1.468	0.071048	MED8
ENSG00000198198	1	43855553	43918321	147	23	173005	-0.36513	0.64249	SZT2
ENSG00000178922	1	43916824	43919660	12	7	173005	-1.0427	0.85147	HYI
ENSG00000142949	1	43990858	44089343	332	30	173005	0.76241	0.22291	PTPRF
ENSG00000066135	1	44115829	44171186	135	31	173005	0.4835	0.31437	KDM4A
ENSG00000126091	1	44171495	44396831	716	40	173005	1.7885	0.036846	ST3GAL3
ENSG00000117407	1	44398992	44402913	15	6	173005	0.41047	0.34073	ARTN
ENSG00000117408	1	44412611	44433694	38	8	173005	-0.27398	0.60795	IPO13
ENSG00000132768	1	44435672	44439041	4	2	173005	1.3716	0.085099	DPH2
ENSG00000117410	1	44440159	44443967	11	6	173005	0.72555	0.23406	ATP6V0B
ENSG00000117411	1	44444615	44456840	33	13	173005	0.60713	0.27188	B4GALT2
ENSG00000159214	1	44457031	44462200	11	5	173005	1.0495	0.14698	CCDC24
ENSG00000196517	1	44457172	44497139	118	28	173005	2.4872	0.0064371	SLC6A9
ENSG00000171872	1	44584522	44600812	70	19	173005	0.19915	0.42107	KLF17
ENSG00000178028	1	44679127	44686353	18	8	173005	0.36895	0.35608	DMAP1
ENSG00000117419	1	44686742	44820932	338	34	173005	-0.061626	0.52457	ERI3
ENSG00000187147	1	44870866	45117396	936	116	173005	0.17131	0.43199	RNF220
ENSG00000126106	1	45100910	45140227	150	21	173005	-0.082825	0.533	TMEM53
ENSG00000198520	1	45140364	45191263	181	60	173005	-1.1738	0.87976	C1orf228
ENSG00000142945	1	45205490	45233439	94	21	173005	-1.611	0.94641	KIF2C
ENSG00000142937	1	45240923	45244451	12	8	173005	-1.3436	0.91046	RPS8
ENSG00000142959	1	45249257	45253377	4	2	173005	-1.4683	0.92899	BEST4
ENSG00000173846	1	45265897	45271662	19	7	173005	-0.70413	0.75932	PLK3
ENSG00000188396	1	45271585	45272957	8	5	173005	-0.63848	0.73842	TCTEX1D4
ENSG00000222009	1	45274154	45281257	22	8	173005	-1.8013	0.96417	BTBD19
ENSG00000117425	1	45285516	45308735	91	20	173005	-1.8849	0.97028	PTCH2
ENSG00000070785	1	45316450	45452282	540	25	173005	-2.1937	0.98587	EIF2B3
ENSG00000126107	1	45468212	45477001	34	9	173005	-1.137	0.87224	HECTD3
ENSG00000126088	1	45477819	45481247	12	6	173005	-1.6966	0.95512	UROD
ENSG00000162415	1	45482071	45771881	773	35	173005	-0.053713	0.52142	ZSWIM5
ENSG00000186603	1	45792545	45794347	1	1	173005	-1.6922	0.9547	HPDL
ENSG00000132781	1	45794835	45806142	25	12	173005	0.52067	0.3013	MUTYH
ENSG00000132773	1	45805342	45809647	7	5	173005	-0.6795	0.75159	TOE1
ENSG00000070759	1	45809555	45956872	354	26	173005	0.094689	0.46228	TESK2
ENSG00000236624	1	45959538	45965751	19	6	173005	0.20533	0.41866	CCDC163P
ENSG00000132763	1	45965725	45976739	36	12	173005	0.61537	0.26915	MMACHC
ENSG00000117450	1	45976708	45988719	50	8	173005	0.58153	0.28044	PRDX1
ENSG00000117448	1	46016215	46035721	79	15	173005	0.42814	0.33427	AKR1A1
ENSG00000132780	1	46049518	46084566	129	16	173005	0.39914	0.3449	NASP
ENSG00000159588	1	46085716	46089729	13	3	173005	0.39692	0.34571	CCDC17
ENSG00000159592	1	46092976	46153785	198	19	173005	0.010268	0.4959	GPBP1L1
ENSG00000159596	1	46152886	46160115	22	5	173005	-0.0055131	0.5022	TMEM69
ENSG00000197429	1	46159996	46216322	185	16	173005	0.28158	0.38913	IPP
ENSG00000086015	1	46252659	46501796	803	27	173005	0.079265	0.46841	MAST2
